Time,Ch1_X,Ch1_Y,Ch1_Z,Ch2_X,Ch2_Y,Ch2_Z
0,3.0,-67.0,-14.0,-6.0,-6.0,-13.0
40,-13.0,67.0,43.0,-7.0,-15.0,-3.0
80,12.0,-58.0,-22.0,-2.0,-20.0,-9.0
120,-4.0,1.0,20.0,-1.0,-16.0,-4.0
160,-17.0,63.0,7.0,-1.0,-11.0,1.0
200,23.0,-89.0,-25.0,-2.0,5.0,-4.0
240,-3.0,92.0,40.0,-3.0,2.0,7.0
280,3.0,-20.0,-47.0,4.0,-13.0,-8.0
320,13.0,-25.0,10.0,4.0,-17.0,3.0
360,-14.0,52.0,24.0,0.0,-18.0,7.0
400,10.0,-47.0,-16.0,3.0,-3.0,-13.0
440,2.0,27.0,18.0,4.0,5.0,11.0
480,5.0,40.0,0.0,11.0,-3.0,2.0
520,25.0,-61.0,-22.0,11.0,-5.0,12.0
560,-11.0,62.0,32.0,3.0,-11.0,0.0
600,3.0,-7.0,-22.0,9.0,-9.0,1.0
640,-4.0,-39.0,-11.0,5.0,0.0,18.0
680,-8.0,83.0,32.0,4.0,0.0,12.0
720,21.0,-83.0,-31.0,0.0,7.0,-2.0
760,10.0,40.0,49.0,-4.0,7.0,11.0
800,-7.0,47.0,-6.0,1.0,2.0,9.0
840,15.0,-83.0,-13.0,-2.0,6.0,11.0
880,-12.0,124.0,59.0,-7.0,0.0,22.0
920,32.0,-78.0,-39.0,-4.0,-1.0,10.0
960,17.0,43.0,26.0,-5.0,8.0,23.0
1000,4.0,48.0,8.0,-4.0,3.0,11.0
1040,19.0,-51.0,-24.0,-4.0,9.0,14.0
1080,4.0,57.0,27.0,-9.0,2.0,21.0
1120,16.0,14.0,-17.0,-10.0,-4.0,7.0
1160,26.0,-38.0,-14.0,-6.0,1.0,12.0
1200,1.0,99.0,15.0,-5.0,2.0,16.0
1240,35.0,-58.0,-52.0,2.0,10.0,2.0
1280,19.0,42.0,15.0,0.0,13.0,22.0
1320,18.0,60.0,-11.0,1.0,5.0,4.0
1360,38.0,-71.0,-47.0,4.0,6.0,10.0
1400,9.0,93.0,25.0,-2.0,3.0,13.0
1440,34.0,-27.0,-37.0,1.0,3.0,1.0
1480,38.0,-20.0,-7.0,0.0,10.0,19.0
1520,22.0,83.0,17.0,-2.0,9.0,6.0
1560,38.0,-92.0,-55.0,3.0,16.0,1.0
1600,7.0,64.0,32.0,-2.0,17.0,12.0
1640,5.0,-4.0,-30.0,-2.0,8.0,8.0
1680,16.0,-58.0,-17.0,-4.0,12.0,7.0
1720,-10.0,65.0,36.0,-7.0,8.0,5.0
1760,-10.0,-74.0,-42.0,-2.0,13.0,-11.0
1800,-28.0,-14.0,20.0,-5.0,18.0,1.0
1840,-56.0,40.0,17.0,-7.0,13.0,-12.0
1880,-32.0,-116.0,-32.0,-6.0,10.0,-16.0
1920,-63.0,76.0,55.0,-10.0,1.0,-10.0
1960,-57.0,-72.0,-38.0,-4.0,-2.0,-24.0
2000,-53.0,-30.0,32.0,-3.0,8.0,-15.0
2040,-84.0,32.0,17.0,-3.0,9.0,-19.0
2080,-58.0,-74.0,-21.0,-2.0,13.0,-31.0
2120,-76.0,-3.0,35.0,-6.0,7.0,-13.0
2160,-77.0,23.0,8.0,-1.0,-3.0,-39.0
2200,-54.0,-104.0,-18.0,-5.0,-2.0,-23.0
2240,-79.0,87.0,50.0,-6.0,-3.0,-27.0
2280,-51.0,-82.0,-31.0,-1.0,-1.0,-36.0
2320,-60.0,0.0,36.0,-2.0,3.0,-18.0
2360,-71.0,43.0,5.0,0.0,-1.0,-31.0
2400,-44.0,-75.0,-22.0,0.0,0.0,-20.0
2440,-54.0,63.0,41.0,-1.0,-7.0,-21.0
2480,-48.0,-20.0,-6.0,0.0,-8.0,-19.0
2520,-41.0,-31.0,6.0,4.0,-5.0,-14.0
2560,-67.0,57.0,35.0,0.0,-3.0,-22.0
2600,-51.0,-52.0,-20.0,4.0,-1.0,-13.0
2640,-65.0,15.0,28.0,3.0,-3.0,-12.0
2680,-66.0,52.0,12.0,5.0,-14.0,-4.0
2720,-41.0,-81.0,-11.0,8.0,-15.0,-9.0
2760,-64.0,68.0,49.0,5.0,-18.0,3.0
2800,-53.0,-51.0,-4.0,9.0,-14.0,-8.0
2840,-53.0,-21.0,28.0,4.0,-8.0,8.0
2880,-63.0,39.0,27.0,4.0,-14.0,6.0
2920,-29.0,-66.0,-8.0,6.0,-16.0,0.0
2960,-37.0,-10.0,39.0,0.0,-21.0,13.0
3000,-32.0,24.0,18.0,2.0,-26.0,5.0
3040,-21.0,-104.0,-24.0,3.0,-19.0,12.0
3080,-25.0,90.0,64.0,-1.0,-20.0,12.0
3120,-6.0,-93.0,-44.0,4.0,-18.0,4.0
3160,4.0,6.0,33.0,1.0,-16.0,12.0
3200,-3.0,41.0,-4.0,2.0,-21.0,6.0
3240,33.0,-74.0,-41.0,3.0,-20.0,6.0
3280,14.0,54.0,31.0,0.0,-22.0,9.0
3320,25.0,-8.0,-24.0,2.0,-19.0,-5.0
3360,31.0,-42.0,-28.0,5.0,-9.0,3.0
3400,7.0,122.0,12.0,3.0,-11.0,4.0
3440,45.0,-78.0,-58.0,8.0,-11.0,-7.0
3480,35.0,87.0,20.0,4.0,-16.0,17.0
3520,41.0,4.0,-32.0,8.0,-25.0,0.0
3560,45.0,-3.0,-13.0,7.0,-14.0,7.0
3600,27.0,52.0,-2.0,4.0,-9.0,4.0
3640,38.0,24.0,-33.0,4.0,-3.0,4.0
3680,43.0,-39.0,-24.0,1.0,-2.0,9.0
3720,22.0,101.0,14.0,-4.0,-11.0,8.0
3760,44.0,-85.0,-59.0,1.0,-9.0,0.0
3800,20.0,53.0,24.0,-2.0,-5.0,8.0
3840,24.0,-3.0,-9.0,-1.0,-3.0,0.0
3880,34.0,-60.0,2.0,-3.0,9.0,-2.0
3920,33.0,116.0,50.0,-7.0,4.0,12.0
3960,71.0,-78.0,-55.0,-1.0,2.0,0.0
4000,66.0,5.0,18.0,-5.0,1.0,13.0
4040,38.0,7.0,-17.0,-7.0,0.0,-1.0
4080,55.0,-74.0,-29.0,-9.0,13.0,-2.0
4120,-1.0,25.0,3.0,-15.0,23.0,-6.0
4160,3.0,-12.0,-22.0,-11.0,24.0,-35.0
4200,20.0,-21.0,-28.0,-8.0,19.0,-3.0
4240,36.0,90.0,6.0,-6.0,-3.0,-2.0
4280,78.0,-66.0,4.0,-3.0,-10.0,-1.0
