Time,Ch1_X,Ch1_Y,Ch1_Z,Ch2_X,Ch2_Y,Ch2_Z
0,73.0,94.0,22.0,14.0,-17.0,34.0
40,77.0,-63.0,-80.0,21.0,5.0,-15.0
80,61.0,106.0,20.0,12.0,-1.0,42.0
120,77.0,39.0,-60.0,9.0,-13.0,9.0
160,88.0,-28.0,-63.0,14.0,7.0,-2.0
200,61.0,92.0,40.0,-1.0,-6.0,42.0
240,62.0,15.0,-101.0,1.0,-5.0,-6.0
280,74.0,-50.0,-54.0,7.0,17.0,4.0
320,56.0,173.0,50.0,-7.0,3.0,54.0
360,101.0,-88.0,-124.0,-1.0,13.0,-14.0
400,86.0,107.0,21.0,-3.0,15.0,45.0
440,76.0,17.0,-10.0,-5.0,-4.0,32.0
480,68.0,-13.0,-72.0,5.0,30.0,-2.0
520,61.0,26.0,33.0,-7.0,37.0,42.0
560,66.0,71.0,-14.0,-7.0,26.0,29.0
600,92.0,-143.0,-64.0,-1.0,39.0,-7.0
640,54.0,110.0,111.0,-19.0,14.0,49.0
680,67.0,-96.0,-69.0,-17.0,11.0,-7.0
720,55.0,-59.0,18.0,-10.0,38.0,-5.0
760,16.0,68.0,82.0,-23.0,27.0,22.0
800,18.0,-105.0,-74.0,-16.0,41.0,-33.0
840,1.0,14.0,21.0,-16.0,43.0,1.0
880,-7.0,20.0,19.0,-25.0,12.0,2.0
920,20.0,-60.0,-56.0,-21.0,24.0,-48.0
960,-6.0,-30.0,53.0,-26.0,19.0,-2.0
1000,-41.0,70.0,22.0,-31.0,16.0,-27.0
1040,-32.0,-140.0,-59.0,-21.0,46.0,-58.0
1080,-57.0,136.0,79.0,-30.0,34.0,9.0
1120,-33.0,-66.0,-53.0,-27.0,18.0,-33.0
1160,-32.0,1.0,-2.0,-20.0,24.0,-28.0
1200,-41.0,26.0,54.0,-26.0,-3.0,14.0
1240,-33.0,0.0,-37.0,-13.0,12.0,-46.0
1280,-18.0,-83.0,6.0,-6.0,34.0,-13.0
1320,-34.0,116.0,83.0,-18.0,16.0,5.0
1360,6.0,-122.0,-90.0,-8.0,20.0,-48.0
1400,3.0,39.0,74.0,-7.0,7.0,7.0
1440,2.0,21.0,22.0,-8.0,-12.0,-15.0
1480,28.0,-98.0,-36.0,8.0,17.0,-51.0
1520,4.0,63.0,57.0,9.0,11.0,20.0
1560,18.0,7.0,-25.0,9.0,6.0,-30.0
1600,38.0,-71.0,-52.0,14.0,19.0,-31.0
1640,31.0,98.0,62.0,-1.0,-9.0,23.0
1680,45.0,-61.0,-108.0,10.0,-10.0,-37.0
1720,55.0,-9.0,0.0,8.0,3.0,-2.0
1760,25.0,69.0,28.0,-1.0,-13.0,19.0
1800,56.0,-72.0,-75.0,7.0,7.0,-32.0
1840,47.0,31.0,10.0,3.0,6.0,30.0
1880,52.0,55.0,0.0,-4.0,-18.0,21.0
1920,76.0,-68.0,-72.0,9.0,-6.0,-8.0
1960,63.0,46.0,54.0,1.0,-18.0,55.0
2000,63.0,2.0,-28.0,2.0,-21.0,17.0
2040,70.0,-69.0,-44.0,13.0,9.0,7.0
