Time,Ch1_X,Ch1_Y,Ch1_Z,Ch2_X,Ch2_Y,Ch2_Z
0,-52.0,-71.0,-104.0,53.0,58.0,-103.0
40,-55.0,23.0,60.0,50.0,55.0,4.0
80,-39.0,-28.0,3.0,38.0,43.0,6.0
120,19.0,-76.0,16.0,1.0,25.0,6.0
160,28.0,63.0,50.0,-72.0,-32.0,-45.0
200,39.0,-43.0,-87.0,-67.0,-30.0,32.0
240,45.0,-44.0,19.0,-32.0,-8.0,-36.0
280,25.0,141.0,36.0,3.0,-16.0,13.0
320,90.0,-113.0,-132.0,33.0,4.0,-39.0
360,89.0,84.0,14.0,-1.0,15.0,41.0
400,109.0,-7.0,-24.0,-40.0,-3.0,63.0
440,117.0,43.0,-89.0,-5.0,17.0,-50.0
480,123.0,44.0,-71.0,29.0,10.0,-35.0
520,117.0,74.0,-51.0,21.0,-14.0,-40.0
560,150.0,-50.0,-92.0,41.0,2.0,-35.0
600,126.0,75.0,-8.0,18.0,-41.0,21.0
640,139.0,9.0,-78.0,-1.0,-56.0,6.0
680,140.0,-21.0,-39.0,-15.0,-37.0,68.0
720,143.0,132.0,27.0,-20.0,-66.0,71.0
760,197.0,-15.0,-80.0,18.0,-59.0,10.0
800,171.0,-6.0,39.0,37.0,-59.0,58.0
840,128.0,178.0,68.0,14.0,-21.0,68.0
880,156.0,-120.0,-88.0,0.0,29.0,104.0
920,123.0,147.0,110.0,-29.0,2.0,145.0
960,114.0,18.0,-42.0,-44.0,-39.0,75.0
1000,118.0,22.0,-57.0,-16.0,-44.0,39.0
1040,99.0,75.0,44.0,-9.0,-55.0,66.0
1080,95.0,21.0,-38.0,-18.0,-19.0,14.0
1120,112.0,-63.0,-55.0,-56.0,-2.0,59.0
1160,82.0,165.0,49.0,-94.0,-21.0,53.0
1200,99.0,-66.0,-138.0,-56.0,25.0,-26.0
1240,41.0,36.0,-22.0,-27.0,60.0,-13.0
1280,15.0,72.0,-13.0,-1.0,52.0,-24.0
1320,28.0,-36.0,-88.0,24.0,71.0,-49.0
1360,46.0,50.0,55.0,4.0,49.0,7.0
1400,45.0,24.0,-5.0,-15.0,21.0,-5.0
1440,50.0,-69.0,-25.0,-8.0,39.0,-16.0
1480,-19.0,80.0,60.0,-12.0,37.0,2.0
1520,-30.0,36.0,-38.0,7.0,62.0,9.0
1560,-21.0,-49.0,-23.0,14.0,84.0,-21.0
1600,-23.0,115.0,98.0,-17.0,76.0,54.0
1640,-3.0,-65.0,-79.0,-13.0,101.0,-19.0
1680,-11.0,-3.0,26.0,-28.0,100.0,25.0
1720,-53.0,14.0,47.0,-23.0,63.0,-12.0
1760,-24.0,-43.0,-52.0,-7.0,57.0,-67.0
1800,-20.0,-47.0,9.0,-5.0,24.0,-59.0
1840,-15.0,70.0,20.0,-1.0,23.0,-52.0
1880,32.0,-203.0,-69.0,2.0,74.0,-75.0
1920,23.0,74.0,97.0,-23.0,70.0,39.0
1960,44.0,-124.0,-32.0,-26.0,55.0,16.0
2000,51.0,-36.0,-8.0,-20.0,45.0,-12.0
2040,56.0,11.0,70.0,1.0,11.0,30.0
2080,78.0,-3.0,-26.0,28.0,45.0,-10.0
2120,108.0,-95.0,47.0,43.0,60.0,-5.0
2160,91.0,101.0,100.0,13.0,30.0,46.0
2200,154.0,-109.0,-68.0,3.0,20.0,6.0
2240,151.0,7.0,53.0,-13.0,-8.0,71.0
2280,137.0,44.0,14.0,-5.0,-1.0,48.0
2320,159.0,-74.0,-92.0,19.0,28.0,17.0
2360,160.0,106.0,77.0,29.0,20.0,70.0
2400,170.0,0.0,-37.0,38.0,32.0,-3.0
2440,186.0,-34.0,-39.0,40.0,50.0,4.0
2480,163.0,119.0,69.0,33.0,13.0,87.0
2520,177.0,2.0,-60.0,32.0,-10.0,46.0
2560,204.0,-16.0,22.0,25.0,-57.0,61.0
2600,187.0,143.0,81.0,16.0,-101.0,94.0
2640,218.0,-87.0,-72.0,4.0,-65.0,67.0
2680,183.0,46.0,75.0,0.0,-33.0,103.0
2720,164.0,59.0,82.0,1.0,-13.0,96.0
2760,177.0,-28.0,-7.0,20.0,11.0,54.0
2800,179.0,60.0,94.0,39.0,-14.0,95.0
2840,172.0,38.0,26.0,36.0,-21.0,45.0
2880,177.0,-78.0,-8.0,17.0,-8.0,22.0
2920,127.0,55.0,104.0,-13.0,-18.0,66.0
2960,123.0,16.0,-17.0,-17.0,3.0,16.0
3000,135.0,-79.0,10.0,3.0,11.0,3.0
3040,95.0,130.0,113.0,12.0,-10.0,6.0
3080,108.0,-121.0,-50.0,30.0,17.0,-79.0
3120,77.0,104.0,74.0,11.0,32.0,17.0
3160,68.0,-5.0,60.0,-15.0,35.0,29.0
3200,72.0,-10.0,-9.0,-5.0,68.0,-40.0
3240,41.0,-25.0,97.0,-9.0,73.0,-1.0
3280,-2.0,144.0,84.0,0.0,70.0,25.0
3320,32.0,-153.0,-9.0,32.0,81.0,-71.0
3360,20.0,133.0,215.0,4.0,43.0,4.0
