Time,Ch1_X,Ch1_Y,Ch1_Z,Ch2_X,Ch2_Y,Ch2_Z
0,-77.0,156.0,93.0,-3.0,15.0,-2.0
40,-52.0,-136.0,-78.0,2.0,23.0,-27.0
80,-83.0,111.0,87.0,1.0,17.0,-1.0
120,-70.0,25.0,-18.0,2.0,4.0,-15.0
160,-48.0,-73.0,-73.0,10.0,14.0,-28.0
200,-81.0,72.0,48.0,4.0,3.0,-6.0
240,-54.0,-2.0,-28.0,1.0,-1.0,-21.0
280,-38.0,-114.0,-67.0,8.0,6.0,-21.0
320,-68.0,146.0,57.0,1.0,-5.0,-2.0
360,-10.0,-127.0,-108.0,9.0,0.0,-31.0
400,-34.0,-20.0,3.0,12.0,4.0,-7.0
440,-21.0,58.0,64.0,7.0,-15.0,0.0
480,4.0,-124.0,-82.0,15.0,-7.0,-27.0
520,-20.0,22.0,66.0,11.0,-7.0,1.0
560,-20.0,37.0,66.0,12.0,-15.0,-9.0
600,8.0,-133.0,-48.0,20.0,-5.0,-12.0
640,-35.0,76.0,121.0,10.0,-19.0,17.0
680,-11.0,2.0,-3.0,8.0,-27.0,0.0
720,-6.0,-143.0,-35.0,10.0,-14.0,-10.0
760,-38.0,175.0,111.0,1.0,-23.0,24.0
800,15.0,-175.0,-102.0,6.0,-20.0,-22.0
840,-18.0,43.0,8.0,0.0,-17.0,16.0
880,-3.0,49.0,16.0,-6.0,-33.0,1.0
920,19.0,-100.0,-106.0,0.0,-22.0,-13.0
960,-6.0,25.0,51.0,-3.0,-20.0,5.0
1000,4.0,66.0,-40.0,-2.0,-28.0,0.0
1040,50.0,-140.0,-133.0,6.0,-16.0,-9.0
1080,29.0,151.0,61.0,1.0,-25.0,12.0
1120,83.0,-47.0,-74.0,7.0,-24.0,-7.0
1160,69.0,-43.0,-53.0,11.0,-6.0,-9.0
1200,32.0,135.0,54.0,5.0,-8.0,15.0
1240,59.0,-98.0,-96.0,11.0,1.0,-22.0
1280,48.0,52.0,55.0,5.0,2.0,22.0
1320,63.0,108.0,43.0,2.0,-15.0,18.0
1360,87.0,-129.0,-45.0,1.0,-5.0,-9.0
1400,25.0,136.0,87.0,-3.0,4.0,34.0
1440,34.0,-36.0,-16.0,-4.0,5.0,7.0
1480,37.0,-31.0,17.0,-10.0,24.0,21.0
1520,3.0,45.0,66.0,-25.0,9.0,22.0
1560,24.0,12.0,-16.0,-29.0,0.0,20.0
1600,17.0,-120.0,-29.0,-26.0,11.0,3.0
1640,-27.0,134.0,113.0,-33.0,3.0,25.0
1680,6.0,-156.0,-57.0,-30.0,15.0,-15.0
1720,-32.0,54.0,27.0,-27.0,22.0,13.0
1760,0.0,36.0,44.0,-31.0,7.0,6.0
1800,14.0,-86.0,-39.0,-25.0,16.0,-20.0
1840,-12.0,36.0,90.0,-25.0,13.0,16.0
1880,-5.0,96.0,6.0,-18.0,8.0,-6.0
1920,29.0,-171.0,-53.0,-12.0,24.0,-14.0
1960,-32.0,195.0,160.0,-19.0,18.0,7.0
2000,32.0,-69.0,-37.0,-14.0,20.0,-10.0
2040,2.0,-1.0,-25.0,-8.0,28.0,0.0
2080,2.0,147.0,110.0,-13.0,9.0,11.0
2120,28.0,-88.0,-59.0,-5.0,12.0,-11.0
2160,9.0,54.0,64.0,-12.0,8.0,24.0
2200,-1.0,133.0,40.0,-13.0,-2.0,15.0
2240,40.0,-138.0,-71.0,-8.0,18.0,-8.0
2280,-22.0,157.0,96.0,-10.0,14.0,35.0
2320,11.0,-20.0,-14.0,-12.0,-1.0,1.0
2360,6.0,-63.0,-25.0,-8.0,2.0,6.0
2400,-14.0,108.0,95.0,-15.0,-19.0,19.0
2440,8.0,-57.0,-52.0,-3.0,-13.0,-22.0
2480,0.0,-39.0,14.0,-1.0,-5.0,4.0
2520,-26.0,111.0,66.0,0.0,-15.0,2.0
2560,31.0,-111.0,-62.0,8.0,-11.0,-18.0
2600,-26.0,8.0,13.0,4.0,-16.0,7.0
2640,-7.0,96.0,42.0,4.0,-31.0,-14.0
2680,16.0,-168.0,-106.0,16.0,-15.0,-15.0
2720,-9.0,117.0,59.0,14.0,-22.0,6.0
2760,18.0,-38.0,-51.0,18.0,-24.0,-23.0
2800,30.0,-73.0,-80.0,19.0,-9.0,-11.0
2840,8.0,104.0,35.0,16.0,-23.0,5.0
2880,57.0,-35.0,-103.0,18.0,-20.0,-4.0
2920,49.0,-82.0,-70.0,19.0,-16.0,-1.0
2960,42.0,176.0,42.0,12.0,-40.0,33.0
3000,91.0,-169.0,-166.0,27.0,-24.0,-8.0
3040,52.0,81.0,20.0,19.0,-24.0,26.0
3080,69.0,57.0,-12.0,18.0,-28.0,17.0
3120,89.0,-121.0,-140.0,26.0,-13.0,-1.0
3160,51.0,129.0,57.0,19.0,-25.0,35.0
3200,75.0,-7.0,-62.0,20.0,-31.0,6.0
3240,68.0,-88.0,-64.0,22.0,-14.0,11.0
3280,23.0,153.0,64.0,15.0,-21.0,30.0
3320,46.0,-75.0,-104.0,23.0,-3.0,-10.0
3360,11.0,-31.0,-5.0,18.0,7.0,23.0
3400,-22.0,137.0,50.0,10.0,-7.0,15.0
3440,5.0,-162.0,-134.0,11.0,1.0,-8.0
3480,-47.0,81.0,43.0,6.0,1.0,20.0
3520,-39.0,15.0,-26.0,2.0,-4.0,-3.0
3560,-28.0,-123.0,-84.0,4.0,18.0,-7.0
3600,-71.0,78.0,45.0,-8.0,10.0,12.0
3640,-49.0,-23.0,-49.0,-7.0,10.0,-8.0
3680,-53.0,-126.0,-55.0,-6.0,19.0,-6.0
3720,-78.0,156.0,103.0,-11.0,7.0,13.0
3760,-31.0,-145.0,-100.0,-5.0,14.0,-17.0
3800,-58.0,-2.0,47.0,-7.0,20.0,-2.0
3840,-69.0,62.0,78.0,-10.0,8.0,1.0
3880,-44.0,-102.0,-61.0,-6.0,25.0,-28.0
3920,-69.0,45.0,84.0,-8.0,22.0,0.0
3960,-60.0,51.0,69.0,-10.0,13.0,-10.0
4000,-45.0,-113.0,-34.0,-3.0,24.0,-26.0
4040,-96.0,102.0,124.0,-9.0,17.0,5.0
4080,-72.0,18.0,-10.0,-9.0,18.0,-25.0
4120,-71.0,-132.0,-13.0,-8.0,32.0,-13.0
4160,-105.0,206.0,132.0,-16.0,16.0,-3.0
4200,-67.0,-158.0,-103.0,-10.0,17.0,-36.0
4240,-99.0,46.0,57.0,-10.0,18.0,-11.0
4280,-105.0,42.0,59.0,-16.0,1.0,-16.0
4320,-74.0,-108.0,-59.0,-11.0,12.0,-33.0
4360,-97.0,48.0,67.0,-12.0,9.0,-11.0
4400,-85.0,9.0,27.0,-10.0,0.0,-23.0
4440,-51.0,-114.0,-22.0,1.0,9.0,-29.0
4480,-98.0,55.0,80.0,-5.0,-5.0,-5.0
4520,-55.0,-17.0,28.0,0.0,-6.0,-32.0
4560,-60.0,-117.0,-38.0,9.0,0.0,-14.0
4600,-66.0,107.0,135.0,4.0,-7.0,-10.0
4640,-27.0,-103.0,-44.0,9.0,-3.0,-26.0
4680,-34.0,-60.0,44.0,6.0,-2.0,-12.0
4720,-39.0,135.0,109.0,1.0,-19.0,4.0
4760,3.0,-190.0,-102.0,5.0,-13.0,-31.0
4800,-35.0,79.0,102.0,2.0,-13.0,12.0
4840,-21.0,8.0,-7.0,-4.0,-21.0,-3.0
4880,5.0,-120.0,-74.0,2.0,-6.0,-15.0
4920,-27.0,135.0,99.0,-9.0,-18.0,11.0
4960,29.0,-38.0,-54.0,-7.0,-24.0,-11.0
5000,28.0,-90.0,-7.0,-1.0,-21.0,4.0
5040,-3.0,175.0,121.0,-6.0,-34.0,11.0
5080,32.0,-173.0,-84.0,2.0,-28.0,-15.0
5120,-5.0,108.0,70.0,1.0,-15.0,20.0
5160,20.0,26.0,-2.0,-1.0,-20.0,7.0
5200,69.0,-53.0,-54.0,8.0,-12.0,5.0
5240,24.0,36.0,18.0,8.0,-17.0,6.0
5280,25.0,34.0,5.0,7.0,-23.0,8.0
5320,-2.0,-115.0,-103.0,13.0,-4.0,-18.0
5360,-39.0,116.0,47.0,2.0,-4.0,9.0
5400,18.0,-24.0,-64.0,8.0,-7.0,-5.0
5440,28.0,-77.0,-54.0,12.0,-4.0,6.0
5480,6.0,146.0,71.0,6.0,-19.0,18.0
5520,21.0,-151.0,-101.0,11.0,-11.0,-10.0
5560,-23.0,56.0,24.0,10.0,7.0,19.0
5600,-10.0,59.0,18.0,3.0,5.0,21.0
5640,38.0,-94.0,-70.0,-3.0,12.0,-1.0
5680,4.0,72.0,43.0,-9.0,3.0,31.0
5720,24.0,26.0,-27.0,-6.0,-10.0,15.0
5760,5.0,-127.0,-80.0,-4.0,9.0,-7.0
5800,-17.0,177.0,112.0,-14.0,9.0,30.0
5840,27.0,-84.0,-105.0,-13.0,14.0,4.0
5880,23.0,2.0,-4.0,-10.0,21.0,16.0
5920,-1.0,117.0,35.0,-10.0,6.0,24.0
5960,22.0,-101.0,-114.0,-5.0,12.0,-10.0
6000,-35.0,42.0,15.0,-7.0,19.0,23.0
6040,-26.0,100.0,-10.0,-7.0,13.0,2.0
6080,12.0,-153.0,-123.0,4.0,21.0,-19.0
6120,-43.0,130.0,60.0,-2.0,17.0,15.0
6160,-14.0,-10.0,-65.0,7.0,9.0,-18.0
6200,-24.0,-78.0,-65.0,5.0,18.0,1.0
6240,-49.0,173.0,58.0,4.0,-4.0,12.0
6280,-11.0,-118.0,-91.0,10.0,-7.0,-6.0
6320,-34.0,46.0,16.0,10.0,10.0,7.0
6360,-48.0,63.0,17.0,9.0,7.0,5.0
6400,-23.0,-48.0,-64.0,9.0,21.0,-6.0
6440,-62.0,8.0,21.0,2.0,7.0,8.0
6480,-50.0,113.0,48.0,-2.0,-21.0,9.0
6520,-14.0,-149.0,-98.0,3.0,-16.0,-16.0
6560,-63.0,124.0,81.0,0.0,-15.0,13.0
6600,-33.0,-5.0,-29.0,4.0,-8.0,-10.0
6640,-34.0,-82.0,-66.0,7.0,4.0,1.0
6680,-53.0,143.0,50.0,0.0,-20.0,29.0
