Time,Ch1_X,Ch1_Y,Ch1_Z,Ch2_X,Ch2_Y,Ch2_Z
0,-63.0,215.0,131.0,-6.0,6.0,16.0
40,-22.0,-186.0,-102.0,3.0,10.0,-14.0
80,-69.0,78.0,74.0,-2.0,4.0,7.0
120,-49.0,21.0,39.0,-8.0,-21.0,17.0
160,-22.0,-59.0,-55.0,-3.0,-9.0,-26.0
200,-42.0,12.0,41.0,-7.0,-13.0,23.0
240,-17.0,135.0,24.0,-3.0,-18.0,-8.0
280,23.0,-221.0,-102.0,2.0,-7.0,0.0
320,-24.0,258.0,123.0,-7.0,-22.0,26.0
360,35.0,-159.0,-134.0,-2.0,-26.0,-18.0
400,18.0,57.0,16.0,2.0,-16.0,15.0
440,31.0,62.0,4.0,3.0,-30.0,15.0
480,74.0,-64.0,-85.0,10.0,-16.0,-12.0
520,51.0,-15.0,-9.0,8.0,-16.0,14.0
560,47.0,129.0,9.0,9.0,-28.0,4.0
600,102.0,-170.0,-138.0,22.0,-14.0,-2.0
640,57.0,147.0,61.0,16.0,-24.0,16.0
680,98.0,-27.0,-59.0,20.0,-31.0,8.0
720,93.0,-59.0,-81.0,28.0,-20.0,0.0
760,65.0,118.0,20.0,22.0,-30.0,30.0
800,97.0,-42.0,-66.0,23.0,-19.0,-15.0
840,76.0,-42.0,-68.0,20.0,-6.0,19.0
880,51.0,156.0,22.0,11.0,-21.0,8.0
920,89.0,-106.0,-141.0,14.0,-16.0,-5.0
960,47.0,38.0,13.0,8.0,-18.0,7.0
1000,40.0,103.0,-11.0,3.0,-25.0,10.0
1040,62.0,-116.0,-136.0,8.0,-4.0,-20.0
1080,7.0,110.0,35.0,1.0,-6.0,24.0
1120,18.0,31.0,-28.0,1.0,-10.0,-5.0
1160,15.0,-113.0,-105.0,5.0,2.0,0.0
1200,-31.0,152.0,79.0,-5.0,-11.0,19.0
1240,0.0,-79.0,-96.0,1.0,-3.0,-12.0
1280,-29.0,-56.0,3.0,3.0,7.0,-2.0
1320,-57.0,135.0,74.0,-6.0,-6.0,18.0
1360,-30.0,-159.0,-92.0,2.0,10.0,-30.0
1400,-78.0,44.0,67.0,-5.0,11.0,21.0
1440,-84.0,37.0,50.0,-9.0,-2.0,-12.0
1480,-66.0,-132.0,-71.0,1.0,10.0,-8.0
1520,-107.0,76.0,105.0,-9.0,2.0,7.0
1560,-98.0,-28.0,7.0,-7.0,3.0,-11.0
1600,-109.0,-102.0,-14.0,-7.0,15.0,-21.0
1640,-148.0,114.0,104.0,-16.0,5.0,7.0
1680,-112.0,-67.0,-28.0,-13.0,6.0,-31.0
1720,-125.0,-74.0,37.0,-15.0,9.0,-3.0
1760,-161.0,152.0,117.0,-20.0,-9.0,-9.0
1800,-122.0,-169.0,-70.0,-13.0,2.0,-27.0
1840,-169.0,87.0,108.0,-17.0,2.0,-3.0
1880,-145.0,14.0,62.0,-18.0,-9.0,-8.0
1920,-142.0,-89.0,-33.0,-14.0,2.0,-24.0
1960,-164.0,64.0,109.0,-13.0,-11.0,-3.0
2000,-152.0,10.0,29.0,-12.0,-18.0,-16.0
2040,-128.0,-119.0,-12.0,-7.0,-7.0,-19.0
2080,-161.0,126.0,140.0,-13.0,-19.0,-3.0
2120,-111.0,-82.0,-43.0,-6.0,-17.0,-27.0
2160,-117.0,-75.0,41.0,2.0,-14.0,-18.0
2200,-127.0,152.0,102.0,0.0,-27.0,11.0
2240,-73.0,-220.0,-88.0,8.0,-21.0,-42.0
