Time,Ch1_X,Ch1_Y,Ch1_Z,Ch2_X,Ch2_Y,Ch2_Z
0,129.0,-58.0,-56.0,-38.0,1.0,1.0
40,106.0,15.0,13.0,-63.0,-20.0,-50.0
80,98.0,-27.0,-53.0,-12.0,-8.0,49.0
120,108.0,-42.0,-81.0,5.0,73.0,-76.0
160,107.0,61.0,-24.0,-14.0,94.0,100.0
200,128.0,-84.0,-111.0,-53.0,99.0,-73.0
240,91.0,-121.0,-61.0,-103.0,27.0,36.0
280,80.0,112.0,5.0,-53.0,-33.0,-77.0
320,143.0,-82.0,-153.0,-2.0,17.0,-98.0
360,131.0,23.0,-41.0,-32.0,29.0,-87.0
400,100.0,10.0,-67.0,8.0,78.0,-123.0
440,119.0,-112.0,-108.0,-24.0,109.0,-104.0
480,112.0,-9.0,-2.0,-31.0,36.0,78.0
520,121.0,-75.0,-150.0,-88.0,38.0,-76.0
560,155.0,-158.0,-71.0,-125.0,82.0,-62.0
600,112.0,99.0,65.0,-71.0,85.0,-41.0
640,109.0,-125.0,-124.0,-14.0,103.0,-102.0
680,112.0,-23.0,39.0,-67.0,92.0,34.0
720,134.0,-12.0,-1.0,-101.0,85.0,25.0
760,185.0,-59.0,-61.0,-75.0,87.0,-32.0
800,158.0,-17.0,41.0,-91.0,82.0,117.0
840,145.0,-39.0,-44.0,-87.0,64.0,107.0
880,158.0,-22.0,-39.0,-53.0,147.0,-75.0
920,155.0,19.0,31.0,-62.0,180.0,38.0
960,137.0,40.0,-53.0,-79.0,145.0,-4.0
1000,148.0,-177.0,-67.0,-42.0,114.0,10.0
1040,137.0,140.0,93.0,-43.0,65.0,-64.0
1080,166.0,-146.0,-156.0,-62.0,50.0,-5.0
1120,153.0,29.0,-60.0,-64.0,35.0,27.0
1160,143.0,-64.0,0.0,-53.0,68.0,19.0
1200,110.0,26.0,-97.0,-47.0,124.0,-130.0
1240,115.0,-95.0,-59.0,-74.0,91.0,61.0
1280,90.0,91.0,21.0,-61.0,68.0,-51.0
1320,131.0,-193.0,-88.0,-69.0,43.0,-52.0
1360,99.0,67.0,21.0,-74.0,-18.0,-91.0
1400,102.0,-83.0,-96.0,-56.0,16.0,-19.0
1440,106.0,-60.0,-26.0,-29.0,60.0,32.0
1480,107.0,20.0,58.0,-75.0,48.0,-52.0
1520,119.0,-40.0,-89.0,-47.0,24.0,-78.0
1560,104.0,-130.0,-44.0,-102.0,49.0,-20.0
1600,53.0,130.0,73.0,-116.0,63.0,-57.0
1640,118.0,-88.0,-100.0,-26.0,55.0,-53.0
1680,110.0,66.0,9.0,12.0,42.0,-181.0
1720,102.0,-36.0,-36.0,-68.0,29.0,-42.0
1760,87.0,-61.0,-18.0,-59.0,8.0,-135.0
1800,103.0,-10.0,24.0,-54.0,8.0,4.0
1840,86.0,-73.0,-48.0,-57.0,-41.0,-14.0
1880,116.0,-102.0,-37.0,-58.0,-42.0,12.0
1920,79.0,-9.0,37.0,-57.0,-3.0,40.0
1960,88.0,47.0,-39.0,-33.0,40.0,-70.0
2000,77.0,-160.0,-66.0,-3.0,54.0,-15.0
2040,83.0,117.0,104.0,7.0,1.0,44.0
2080,134.0,-177.0,-56.0,14.0,-17.0,-42.0
2120,113.0,56.0,46.0,-12.0,-42.0,49.0
2160,76.0,-54.0,-62.0,-10.0,-55.0,-18.0
2200,110.0,-31.0,-72.0,13.0,2.0,-54.0
2240,107.0,-71.0,-28.0,5.0,10.0,19.0
2280,90.0,117.0,-66.0,-3.0,13.0,-30.0
2320,122.0,-175.0,-173.0,-8.0,25.0,-47.0
2360,113.0,164.0,71.0,-28.0,-24.0,51.0
2400,123.0,-125.0,-186.0,-15.0,-38.0,-62.0
2440,132.0,59.0,-79.0,-10.0,-32.0,-8.0
2480,110.0,58.0,-34.0,-35.0,-52.0,23.0
2520,129.0,-14.0,-122.0,-21.0,-33.0,-33.0
2560,122.0,-45.0,-48.0,-7.0,-4.0,-9.0
2600,87.0,101.0,-8.0,-24.0,23.0,-5.0
2640,117.0,-90.0,-96.0,-31.0,75.0,20.0
2680,96.0,35.0,19.0,-49.0,49.0,68.0
2720,104.0,2.0,-29.0,-50.0,-10.0,2.0
2760,119.0,-39.0,-66.0,-35.0,-28.0,35.0
2800,85.0,60.0,24.0,-30.0,-35.0,-7.0
2840,73.0,-11.0,-60.0,-32.0,10.0,35.0
2880,65.0,-32.0,-32.0,-28.0,18.0,47.0
2920,57.0,63.0,71.0,-53.0,-10.0,113.0
2960,65.0,40.0,-97.0,-56.0,-7.0,54.0
3000,83.0,-9.0,-27.0,-41.0,-12.0,76.0
3040,28.0,173.0,52.0,-17.0,8.0,48.0
3080,70.0,-40.0,-116.0,-1.0,54.0,1.0
3120,49.0,72.0,18.0,-25.0,57.0,85.0
3160,37.0,113.0,12.0,-56.0,60.0,95.0
3200,51.0,-54.0,-106.0,-61.0,59.0,18.0
3240,41.0,179.0,46.0,-72.0,36.0,117.0
3280,22.0,-5.0,-78.0,-63.0,39.0,54.0
3320,41.0,63.0,30.0,-71.0,46.0,146.0
3360,20.0,111.0,19.0,-74.0,7.0,75.0
3400,42.0,134.0,-62.0,-39.0,6.0,20.0
3440,36.0,41.0,8.0,-15.0,5.0,60.0
3480,3.0,196.0,54.0,-32.0,-5.0,123.0
3520,0.0,-5.0,-153.0,-21.0,23.0,-11.0
3560,1.0,165.0,32.0,-35.0,32.0,24.0
3600,-17.0,55.0,-58.0,-42.0,28.0,21.0
3640,8.0,17.0,-95.0,-40.0,52.0,7.0
3680,-21.0,74.0,-6.0,-67.0,34.0,15.0
3720,-6.0,104.0,-75.0,-44.0,-12.0,31.0
3760,-2.0,-78.0,-132.0,-41.0,-21.0,-20.0
3800,-36.0,146.0,34.0,-81.0,-35.0,69.0
3840,-29.0,-43.0,-150.0,-69.0,-10.0,-46.0
3880,-19.0,61.0,-70.0,-51.0,33.0,-17.0
3920,-53.0,79.0,-4.0,-46.0,42.0,37.0
3960,-37.0,8.0,-114.0,-41.0,71.0,61.0
4000,-17.0,2.0,-40.0,-65.0,83.0,50.0
4040,-39.0,150.0,-38.0,-73.0,66.0,62.0
4080,-19.0,-109.0,-146.0,-43.0,51.0,-3.0
4120,-42.0,154.0,28.0,-44.0,2.0,63.0
4160,-30.0,-43.0,-122.0,-32.0,3.0,-40.0
4200,-2.0,5.0,-68.0,-41.0,26.0,31.0
4240,-20.0,27.0,-68.0,-82.0,18.0,129.0
4280,-20.0,-51.0,-173.0,-83.0,61.0,76.0
4320,-36.0,-8.0,-48.0,-49.0,74.0,61.0
4360,-76.0,114.0,-56.0,-8.0,34.0,141.0
4400,-50.0,-20.0,-164.0,10.0,55.0,23.0
4440,-45.0,85.0,-57.0,3.0,86.0,41.0
4480,-47.0,70.0,-44.0,6.0,106.0,17.0
4520,-43.0,20.0,-152.0,12.0,111.0,53.0
4560,-37.0,68.0,-69.0,-21.0,72.0,101.0
4600,-32.0,110.0,-69.0,-32.0,38.0,17.0
4640,3.0,-6.0,-125.0,-21.0,48.0,38.0
4680,-27.0,76.0,-64.0,-65.0,52.0,212.0
4720,-27.0,9.0,-123.0,-43.0,65.0,31.0
4760,-23.0,-14.0,-58.0,-68.0,62.0,53.0
4800,-46.0,85.0,-22.0,-116.0,35.0,-12.0
4840,-41.0,-41.0,-181.0,-76.0,53.0,-49.0
4880,-28.0,38.0,-24.0,18.0,52.0,-108.0
4920,-22.0,104.0,-38.0,19.0,67.0,-10.0
4960,9.0,-146.0,-156.0,-39.0,65.0,37.0
5000,16.0,63.0,9.0,-85.0,49.0,88.0
5040,3.0,-18.0,-89.0,-55.0,76.0,-73.0
5080,-16.0,-40.0,-108.0,-33.0,116.0,-51.0
5120,-58.0,26.0,-20.0,-38.0,158.0,16.0
5160,-21.0,-86.0,-78.0,-77.0,151.0,-34.0
5200,-6.0,-113.0,-20.0,-126.0,86.0,-40.0
5240,-64.0,41.0,4.0,-146.0,26.0,2.0
5280,-38.0,-60.0,-73.0,-74.0,53.0,-147.0
5320,-42.0,-49.0,34.0,-34.0,84.0,-40.0
5360,-64.0,57.0,51.0,-60.0,53.0,6.0
5400,-52.0,-145.0,-80.0,-80.0,63.0,-28.0
5440,-63.0,75.0,68.0,-91.0,54.0,25.0
5480,-88.0,-28.0,-22.0,-61.0,58.0,-40.0
