Time,Ch1_X,Ch1_Y,Ch1_Z,Ch2_X,Ch2_Y,Ch2_Z
0,46.0,-45.0,-16.0,27.0,21.0,-7.0
40,42.0,-29.0,68.0,28.0,24.0,22.0
80,32.0,98.0,83.0,29.0,12.0,32.0
120,78.0,-86.0,-29.0,45.0,39.0,-11.0
160,73.0,21.0,84.0,41.0,36.0,39.0
200,58.0,43.0,44.0,40.0,24.0,16.0
240,81.0,-55.0,-43.0,49.0,42.0,-2.0
280,71.0,29.0,73.0,41.0,23.0,45.0
320,81.0,60.0,22.0,44.0,16.0,25.0
360,107.0,-87.0,-36.0,49.0,25.0,1.0
400,79.0,105.0,75.0,42.0,2.0,46.0
440,89.0,-15.0,-40.0,48.0,14.0,-10.0
480,90.0,-21.0,-5.0,46.0,27.0,14.0
520,71.0,90.0,55.0,35.0,8.0,46.0
560,100.0,-8.0,-58.0,47.0,18.0,-11.0
600,94.0,-36.0,21.0,47.0,8.0,34.0
640,69.0,180.0,70.0,48.0,-3.0,31.0
680,96.0,-137.0,-91.0,66.0,20.0,-13.0
720,66.0,141.0,108.0,59.0,8.0,51.0
760,67.0,-18.0,7.0,59.0,-3.0,8.0
800,74.0,-5.0,-15.0,64.0,6.0,0.0
840,60.0,33.0,82.0,59.0,-18.0,36.0
880,57.0,42.0,5.0,65.0,-5.0,-6.0
920,76.0,-111.0,-5.0,72.0,8.0,7.0
960,23.0,137.0,109.0,58.0,-8.0,35.0
1000,50.0,-92.0,-42.0,69.0,7.0,-31.0
1040,22.0,-10.0,54.0,62.0,5.0,20.0
1080,5.0,81.0,65.0,57.0,-7.0,3.0
1120,23.0,-130.0,-32.0,65.0,4.0,-34.0
1160,1.0,53.0,110.0,56.0,-13.0,22.0
1200,-8.0,-6.0,36.0,54.0,-18.0,-20.0
1240,0.0,-69.0,12.0,63.0,4.0,-34.0
1280,-33.0,47.0,126.0,51.0,-4.0,14.0
1320,-39.0,3.0,29.0,55.0,2.0,-15.0
1360,-25.0,-61.0,49.0,56.0,6.0,-6.0
1400,-55.0,82.0,133.0,44.0,-20.0,29.0
1440,-41.0,-59.0,30.0,51.0,-2.0,-35.0
1480,-59.0,-16.0,85.0,55.0,4.0,1.0
1520,-81.0,69.0,113.0,50.0,-3.0,11.0
1560,-62.0,-69.0,-8.0,60.0,10.0,-41.0
1600,-63.0,7.0,141.0,48.0,-2.0,7.0
1640,-87.0,58.0,72.0,51.0,-11.0,-5.0
1680,-65.0,-95.0,13.0,60.0,10.0,-36.0
1720,-99.0,68.0,150.0,54.0,0.0,19.0
1760,-95.0,-10.0,41.0,61.0,2.0,-29.0
1800,-78.0,-53.0,48.0,67.0,10.0,-25.0
1840,-98.0,81.0,143.0,58.0,-9.0,8.0
1880,-89.0,-41.0,6.0,65.0,3.0,-36.0
1920,-89.0,-15.0,85.0,67.0,7.0,-7.0
1960,-105.0,76.0,130.0,60.0,-9.0,14.0
2000,-85.0,-67.0,10.0,66.0,4.0,-30.0
2040,-89.0,25.0,123.0,59.0,3.0,15.0
2080,-98.0,74.0,84.0,57.0,-7.0,-3.0
2120,-69.0,-86.0,10.0,65.0,10.0,-26.0
2160,-96.0,71.0,145.0,57.0,-9.0,28.0
2200,-80.0,1.0,41.0,55.0,-15.0,-7.0
2240,-56.0,-69.0,23.0,61.0,-1.0,-6.0
2280,-68.0,71.0,146.0,50.0,-17.0,33.0
2320,-51.0,-59.0,5.0,58.0,-7.0,-17.0
2360,-37.0,-64.0,81.0,62.0,0.0,17.0
2400,-67.0,122.0,112.0,54.0,-18.0,26.0
2440,-15.0,-59.0,17.0,62.0,0.0,-25.0
2480,-4.0,-45.0,124.0,66.0,-4.0,41.0
2520,-70.0,-6.0,-10.0,65.0,-17.0,14.0
2560,5.0,-58.0,90.0,68.0,-2.0,-28.0
2600,12.0,161.0,73.0,63.0,-15.0,51.0
2640,56.0,-102.0,-64.0,61.0,-14.0,-4.0
2680,16.0,39.0,116.0,63.0,11.0,-20.0
2720,5.0,-48.0,55.0,65.0,-1.0,26.0
2760,0.0,116.0,-6.0,68.0,0.0,-2.0
2800,44.0,20.0,26.0,59.0,-2.0,5.0
2840,73.0,92.0,136.0,44.0,-25.0,50.0
2880,84.0,-30.0,-32.0,60.0,-6.0,15.0
2920,35.0,17.0,17.0,62.0,10.0,-6.0
2960,11.0,155.0,114.0,47.0,9.0,51.0
3000,50.0,-54.0,-67.0,53.0,30.0,10.0
3040,39.0,46.0,76.0,33.0,10.0,51.0
3080,46.0,59.0,46.0,24.0,-11.0,8.0
3120,73.0,-93.0,-47.0,42.0,5.0,18.0
3160,19.0,150.0,104.0,39.0,2.0,48.0
3200,35.0,-40.0,-44.0,38.0,25.0,-15.0
3240,52.0,-44.0,10.0,39.0,48.0,11.0
3280,47.0,105.0,38.0,39.0,19.0,39.0
3320,85.0,-69.0,-29.0,35.0,20.0,-16.0
3360,83.0,53.0,48.0,20.0,18.0,40.0
3400,78.0,19.0,19.0,26.0,14.0,-6.0
3440,85.0,-63.0,-30.0,47.0,46.0,-12.0
3480,59.0,-11.0,81.0,28.0,46.0,42.0
3520,56.0,118.0,15.0,12.0,49.0,9.0
3560,98.0,-127.0,-79.0,20.0,67.0,-14.0
3600,58.0,102.0,93.0,12.0,44.0,57.0
3640,51.0,-60.0,-24.0,16.0,39.0,-39.0
3680,45.0,-45.0,4.0,24.0,52.0,11.0
3720,30.0,63.0,64.0,9.0,45.0,27.0
3760,31.0,-53.0,-46.0,7.0,68.0,-47.0
3800,13.0,-27.0,35.0,5.0,70.0,-7.0
3840,-6.0,49.0,32.0,10.0,36.0,18.0
3880,18.0,-97.0,-46.0,21.0,47.0,-46.0
3920,-11.0,-7.0,83.0,3.0,44.0,-22.0
