Time,Ch1_X,Ch1_Y,Ch1_Z,Ch2_X,Ch2_Y,Ch2_Z
0,-73.0,29.0,31.0,-4.0,-46464.0,24.0
40,-33.0,-82.0,-5.0,-40.0,-46464.0,-44.0
80,-53.0,81.0,33.0,-2.0,-46464.0,29.0
120,-23.0,-35.0,11.0,28.0,-46464.0,-98.0
160,-40.0,-16.0,27.0,37.0,-46464.0,-63.0
200,-69.0,77.0,40.0,31.0,-46464.0,-7.0
240,-40.0,-48.0,-10.0,7.0,-46464.0,-41.0
280,-23.0,-14.0,33.0,29.0,-46464.0,-69.0
320,-9.0,19.0,11.0,48.0,-46464.0,-3.0
360,3.0,-100.0,-74.0,14.0,-46464.0,-6.0
400,-34.0,37.0,16.0,13.0,-46464.0,3.0
440,-31.0,-66.0,-30.0,16.0,-46464.0,-53.0
480,-36.0,-22.0,1.0,44.0,-46464.0,-67.0
520,-41.0,24.0,-8.0,52.0,-46464.0,-26.0
560,8.0,-75.0,-36.0,32.0,-46464.0,-10.0
600,25.0,-6.0,-12.0,72.0,-46464.0,-90.0
640,36.0,2.0,-48.0,51.0,-46464.0,-62.0
680,41.0,-113.0,-82.0,20.0,-46464.0,4.0
720,14.0,26.0,8.0,69.0,-46464.0,8.0
760,44.0,-58.0,-37.0,76.0,-46464.0,-105.0
800,50.0,-61.0,-53.0,68.0,-46464.0,-80.0
840,43.0,-7.0,-18.0,39.0,-46464.0,-8.0
880,65.0,-91.0,-40.0,21.0,-46464.0,-28.0
920,45.0,-17.0,-53.0,2.0,-46464.0,-2.0
960,47.0,2.0,-69.0,-35.0,-46464.0,36.0
1000,66.0,-114.0,-56.0,-55.0,-46464.0,45.0
1040,41.0,84.0,41.0,-42.0,-46464.0,14.0
1080,66.0,10.0,-57.0,0.0,-46464.0,-38.0
1120,66.0,-57.0,-35.0,19.0,-46464.0,-93.0
1160,38.0,43.0,67.0,-1.0,-46464.0,-23.0
1200,54.0,-88.0,-61.0,-17.0,-46464.0,-38.0
1240,54.0,27.0,-38.0,-40.0,-46464.0,2.0
1280,64.0,-138.0,3.0,-83.0,-46464.0,-15.0
1320,28.0,-79.0,-17.0,-45.0,-46464.0,-88.0
1360,-24.0,-88.0,-1.0,54.0,-46464.0,-148.0
1400,27.0,190.0,59.0,90.0,-46464.0,129.0
1440,44.0,-351.0,-189.0,-57.0,-46464.0,83.0
1480,-1.0,174.0,177.0,-209.0,-46464.0,52.0
1520,-3.0,-216.0,-64.0,-130.0,-46464.0,-71.0
1560,-3.0,117.0,48.0,44.0,-46464.0,20.0
1600,13.0,5.0,-32.0,159.0,-46464.0,-86.0
1640,41.0,1.0,28.0,79.0,-46464.0,-2.0
1680,37.0,-43.0,64.0,8.0,-46464.0,-96.0
1720,-12.0,-110.0,-71.0,-49.0,-46464.0,103.0
1760,-31.0,-123.0,34.0,-61.0,-46464.0,-20.0
1800,-57.0,144.0,69.0,10.0,-46464.0,-8.0
1840,5.0,-126.0,-180.0,-13.0,-46464.0,-72.0
1880,-12.0,55.0,121.0,-25.0,-46464.0,-101.0
1920,-21.0,-187.0,16.0,35.0,-46464.0,-118.0
1960,-55.0,-19.0,-2.0,9.0,-46464.0,-29.0
2000,-59.0,18.0,4.0,-45.0,-46464.0,71.0
2040,-2.0,-121.0,-22.0,-69.0,-46464.0,74.0
2080,-52.0,-30.0,-10.0,-72.0,-46464.0,-102.0
2120,-68.0,107.0,-17.0,-35.0,-46464.0,-44.0
2160,-5.0,-130.0,-97.0,7.0,-46464.0,-70.0
2200,-64.0,53.0,2.0,56.0,-46464.0,-135.0
2240,-61.0,-72.0,-41.0,34.0,-46464.0,-125.0
2280,-41.0,-80.0,-35.0,-67.0,-46464.0,-39.0
2320,-43.0,-8.0,-16.0,-83.0,-46464.0,12.0
2360,-26.0,-47.0,-33.0,-54.0,-46464.0,-57.0
2400,-33.0,-11.0,-42.0,-61.0,-46464.0,-52.0
2440,-60.0,71.0,-37.0,-2.0,-46464.0,-58.0
2480,-60.0,-68.0,-13.0,31.0,-46464.0,-22.0
2520,-39.0,51.0,68.0,23.0,-46464.0,12.0
2560,27.0,-33.0,-11.0,-13.0,-46464.0,-21.0
2600,0.0,64.0,-29.0,-8.0,-46464.0,10.0
2640,-48.0,51.0,9.0,-9.0,-46464.0,31.0
2680,-61.0,-12.0,20.0,-31.0,-46464.0,7.0
2720,-78.0,-12.0,3.0,-34.0,-46464.0,45.0
2760,-59.0,82.0,13.0,0.0,-46464.0,-33.0
2800,-1.0,-22.0,-25.0,-13.0,-46464.0,-73.0
2840,-1.0,49.0,75.0,-20.0,-46464.0,10.0
2880,-22.0,-30.0,-26.0,-4.0,-46464.0,-30.0
2920,-34.0,-7.0,-42.0,3.0,-46464.0,16.0
2960,-74.0,128.0,-6.0,7.0,-46464.0,-20.0
3000,-60.0,-16.0,-57.0,19.0,-46464.0,15.0
3040,-87.0,44.0,-7.0,10.0,-46464.0,-39.0
3080,-50.0,40.0,-30.0,1.0,-46464.0,-47.0
3120,-26.0,-85.0,-88.0,19.0,-46464.0,-34.0
3160,-77.0,107.0,-13.0,24.0,-46464.0,-32.0
3200,-64.0,-14.0,-48.0,-23.0,-46464.0,-16.0
3240,-67.0,0.0,-49.0,-40.0,-46464.0,14.0
3280,-73.0,56.0,-53.0,-40.0,-46464.0,15.0
3320,-56.0,-8.0,-10.0,8.0,-46464.0,-83.0
3360,-69.0,23.0,44.0,41.0,-46464.0,-35.0
3400,-60.0,6.0,-15.0,64.0,-46464.0,51.0
3440,-42.0,-111.0,-63.0,24.0,-46464.0,-17.0
3480,-76.0,9.0,17.0,-25.0,-46464.0,14.0
3520,-64.0,-10.0,-34.0,26.0,-46464.0,-92.0
3560,-69.0,-39.0,-103.0,66.0,-46464.0,38.0
3600,-68.0,27.0,8.0,48.0,-46464.0,2.0
3640,-65.0,-80.0,-52.0,-2.0,-46464.0,62.0
3680,-87.0,46.0,-4.0,-29.0,-46464.0,-25.0
3720,-76.0,48.0,-38.0,-16.0,-46464.0,38.0
3760,-28.0,-56.0,-43.0,11.0,-46464.0,76.0
3800,-46.0,63.0,21.0,11.0,-46464.0,14.0
3840,-36.0,23.0,-45.0,-9.0,-46464.0,82.0
3880,-45.0,13.0,-40.0,8.0,-46464.0,127.0
3920,-43.0,131.0,39.0,9.0,-46464.0,141.0
3960,2.0,-22.0,-2.0,30.0,-46464.0,96.0
4000,-16.0,68.0,57.0,40.0,-46464.0,122.0
4040,-9.0,109.0,7.0,45.0,-46464.0,-35.0
4080,19.0,-66.0,-60.0,51.0,-46464.0,-22.0
4120,0.0,116.0,11.0,-6.0,-46464.0,114.0
4160,39.0,-105.0,-69.0,-54.0,-46464.0,100.0
4200,-11.0,83.0,28.0,-86.0,-46464.0,164.0
4240,-37.0,142.0,49.0,-61.0,-46464.0,144.0
4280,-33.0,29.0,24.0,-18.0,-46464.0,98.0
4320,-45.0,232.0,113.0,29.0,-46464.0,108.0
4360,-24.0,115.0,56.0,42.0,-46464.0,131.0
4400,-17.0,75.0,81.0,-28.0,-46464.0,294.0
4440,-54.0,154.0,90.0,-45.0,-46464.0,119.0
4480,-16.0,90.0,62.0,11.0,-46464.0,157.0
4520,10.0,110.0,129.0,85.0,-46464.0,64.0
4560,-5.0,147.0,105.0,115.0,-46464.0,-4.0
4600,-7.0,53.0,99.0,87.0,-46464.0,6.0
4640,-62.0,80.0,140.0,16.0,-46464.0,31.0
4680,-51.0,-7.0,58.0,-89.0,-46464.0,306.0
4720,-56.0,-64.0,19.0,-150.0,-46464.0,172.0
4760,-53.0,164.0,109.0,-69.0,-46464.0,40.0
4800,-7.0,43.0,32.0,28.0,-46464.0,26.0
4840,-41.0,135.0,107.0,46.0,-46464.0,-51.0
4880,-72.0,55.0,83.0,87.0,-46464.0,-55.0
4920,-60.0,67.0,112.0,51.0,-46464.0,-55.0
4960,-46.0,-36.0,52.0,-1.0,-46464.0,-6.0
5000,-37.0,-1.0,8.0,-10.0,-46464.0,1.0
5040,-22.0,-145.0,-45.0,-3.0,-46464.0,-92.0
5080,-33.0,145.0,29.0,27.0,-46464.0,-147.0
5120,-4.0,-186.0,-105.0,63.0,-46464.0,-192.0
5160,-55.0,37.0,99.0,42.0,-46464.0,-253.0
5200,-49.0,-153.0,37.0,6.0,-46464.0,-181.0
5240,-33.0,-112.0,7.0,-87.0,-46464.0,-50.0
5280,-16.0,-67.0,11.0,-122.0,-46464.0,-53.0
5320,7.0,-125.0,4.0,-89.0,-46464.0,-15.0
5360,1.0,-57.0,16.0,-36.0,-46464.0,-84.0
5400,-41.0,0.0,-5.0,60.0,-46464.0,-178.0
5440,-4.0,-116.0,24.0,122.0,-46464.0,-95.0
5480,-17.0,-98.0,146.0,64.0,-46464.0,-124.0
5520,-5.0,-117.0,38.0,-25.0,-46464.0,54.0
5560,22.0,-114.0,6.0,-46.0,-46464.0,-34.0
5600,22.0,-46.0,25.0,-27.0,-46464.0,-83.0
5640,43.0,-119.0,-14.0,-8.0,-46464.0,-79.0
5680,62.0,-116.0,-10.0,15.0,-46464.0,-184.0
5720,71.0,6.0,81.0,1.0,-46464.0,83.0
5760,103.0,-97.0,27.0,-2.0,-46464.0,-172.0
5800,103.0,6.0,99.0,-48.0,-46464.0,95.0
5840,104.0,-15.0,59.0,31.0,-46464.0,79.0
5880,110.0,-26.0,29.0,96.0,-46464.0,17.0
5920,75.0,101.0,-23.0,0.0,-46464.0,242.0
5960,109.0,-112.0,-26.0,-31.0,-46464.0,7.0
6000,104.0,97.0,79.0,11.0,-46464.0,102.0
6040,134.0,32.0,7.0,17.0,-46464.0,50.0
6080,150.0,-43.0,-69.0,-11.0,-46464.0,48.0
6120,97.0,-85.0,45.0,-57.0,-46464.0,43.0
6160,58.0,30.0,24.0,-73.0,-46464.0,-93.0
6200,93.0,-135.0,-178.0,-111.0,-46464.0,242.0
6240,55.0,-21.0,-49.0,-102.0,-46464.0,12.0
6280,76.0,-85.0,33.0,-53.0,-46464.0,-153.0
6320,47.0,41.0,-37.0,23.0,-46464.0,14.0
6360,50.0,-88.0,-87.0,24.0,-46464.0,91.0
6400,61.0,44.0,21.0,-56.0,-46464.0,82.0
6440,63.0,-17.0,9.0,-41.0,-46464.0,-126.0
6480,85.0,175.0,-3.0,23.0,-46464.0,92.0
6520,77.0,-187.0,-245.0,67.0,-46464.0,173.0
6560,36.0,77.0,29.0,47.0,-46464.0,-25.0
6600,72.0,85.0,-33.0,12.0,-46464.0,-109.0
6640,64.0,25.0,-133.0,-5.0,-46464.0,-11.0
6680,25.0,-18.0,-88.0,40.0,-46464.0,-19.0
6720,5.0,-167.0,-45.0,68.0,-46464.0,-207.0
6760,-24.0,38.0,-64.0,48.0,-46464.0,-89.0
6800,-5.0,-29.0,-216.0,-42.0,-46464.0,41.0
6840,5.0,-105.0,-173.0,-72.0,-46464.0,19.0
6880,-31.0,151.0,49.0,-10.0,-46464.0,-64.0
6920,-35.0,-48.0,-168.0,6.0,-46464.0,-99.0
6960,-106.0,104.0,-48.0,0.0,-46464.0,-39.0
7000,-115.0,56.0,55.0,47.0,-46464.0,-155.0
7040,-111.0,-34.0,14.0,23.0,-46464.0,-93.0
7080,-129.0,72.0,-22.0,-7.0,-46464.0,153.0
7120,-75.0,51.0,-36.0,5.0,-46464.0,29.0
7160,-51.0,-17.0,40.0,23.0,-46464.0,49.0
7200,-114.0,104.0,103.0,32.0,-46464.0,-90.0
7240,-120.0,-116.0,7.0,102.0,-46464.0,-29.0
7280,-164.0,24.0,135.0,111.0,-46464.0,-25.0
7320,-153.0,42.0,105.0,34.0,-46464.0,-4.0
7360,-110.0,-76.0,-11.0,-52.0,-46464.0,-67.0
7400,-87.0,90.0,48.0,-66.0,-46464.0,47.0
7440,-63.0,-128.0,-4.0,-43.0,-46464.0,45.0
7480,-114.0,19.0,93.0,-15.0,-46464.0,-3.0
7520,-152.0,81.0,82.0,24.0,-46464.0,-74.0
7560,-114.0,-36.0,46.0,53.0,-46464.0,20.0
7600,-136.0,73.0,52.0,37.0,-46464.0,-93.0
7640,-108.0,-55.0,31.0,10.0,-46464.0,-103.0
7680,-90.0,-102.0,-14.0,-13.0,-46464.0,-76.0
7720,-99.0,-66.0,-50.0,-58.0,-46464.0,-61.0
7760,-83.0,-133.0,6.0,-43.0,-46464.0,-116.0
7800,-86.0,-105.0,92.0,-6.0,-46464.0,-112.0
7840,-87.0,8.0,61.0,65.0,-46464.0,-137.0
7880,-55.0,-115.0,10.0,75.0,-46464.0,-119.0
7920,-90.0,-38.0,100.0,2.0,-46464.0,5.0
7960,-81.0,-11.0,36.0,-39.0,-46464.0,125.0
8000,-39.0,-114.0,-46.0,-74.0,-46464.0,41.0
8040,-36.0,52.0,68.0,-36.0,-46464.0,14.0
8080,-30.0,-74.0,31.0,60.0,-46464.0,-2.0
8120,-58.0,3.0,34.0,83.0,-46464.0,26.0
8160,-41.0,14.0,30.0,28.0,-46464.0,-4.0
8200,-2.0,-154.0,-10.0,-7.0,-46464.0,59.0
8240,-9.0,-11.0,-10.0,1.0,-46464.0,-9.0
8280,39.0,-78.0,-110.0,-1.0,-46464.0,63.0
8320,43.0,-105.0,-90.0,-13.0,-46464.0,-2.0
8360,4.0,1.0,2.0,19.0,-46464.0,-38.0
8400,26.0,-57.0,-54.0,39.0,-46464.0,18.0
8440,56.0,25.0,-27.0,40.0,-46464.0,7.0
8480,68.0,82.0,3.0,19.0,-46464.0,59.0
8520,96.0,37.0,15.0,-44.0,-46464.0,49.0
8560,93.0,105.0,32.0,-61.0,-46464.0,151.0
8600,135.0,113.0,-4.0,-48.0,-46464.0,152.0
8640,143.0,83.0,3.0,-8.0,-46464.0,-18.0
8680,140.0,207.0,76.0,-25.0,-46464.0,83.0
8720,170.0,15.0,18.0,-112.0,-46464.0,45.0
8760,127.0,157.0,15.0,-96.0,-46464.0,-6.0
8800,159.0,106.0,-15.0,-70.0,-46464.0,19.0
8840,201.0,-37.0,-35.0,-76.0,-46464.0,-4.0
8880,171.0,67.0,-52.0,-48.0,-46464.0,16.0
8920,165.0,68.0,-109.0,-52.0,-46464.0,-27.0
8960,151.0,-26.0,-103.0,-24.0,-46464.0,-44.0
9000,129.0,159.0,-41.0,-36.0,-46464.0,93.0
9040,171.0,1.0,-104.0,-48.0,-46464.0,-16.0
9080,157.0,140.0,-83.0,26.0,-46464.0,23.0
9120,143.0,45.0,-97.0,26.0,-46464.0,92.0
9160,133.0,-8.0,-69.0,-3.0,-46464.0,133.0
9200,144.0,109.0,-41.0,-6.0,-46464.0,124.0
9240,178.0,57.0,-112.0,-5.0,-46464.0,21.0
9280,169.0,34.0,-91.0,36.0,-46464.0,33.0
9320,157.0,36.0,3.0,32.0,-46464.0,60.0
9360,139.0,-12.0,-74.0,3.0,-46464.0,7.0
9400,93.0,83.0,-69.0,27.0,-46464.0,5.0
9440,84.0,18.0,-82.0,-18.0,-46464.0,68.0
9480,125.0,-35.0,-72.0,-59.0,-46464.0,134.0
9520,102.0,130.0,-46.0,-58.0,-46464.0,159.0
9560,101.0,143.0,-58.0,-79.0,-46464.0,113.0
9600,64.0,54.0,-35.0,-19.0,-46464.0,157.0
9640,9.0,181.0,48.0,13.0,-46464.0,238.0
9680,17.0,14.0,-9.0,19.0,-46464.0,107.0
9720,5.0,221.0,32.0,44.0,-46464.0,167.0
9760,60.0,103.0,-16.0,27.0,-46464.0,140.0
9800,65.0,17.0,15.0,11.0,-46464.0,164.0
9840,30.0,163.0,47.0,12.0,-46464.0,123.0
9880,28.0,13.0,-8.0,56.0,-46464.0,-85.0
9920,23.0,55.0,50.0,74.0,-46464.0,73.0
9960,17.0,23.0,49.0,62.0,-46464.0,-67.0
10000,49.0,-5.0,26.0,1.0,-46464.0,24.0
10040,40.0,71.0,5.0,-53.0,-46464.0,82.0
10080,57.0,22.0,-1.0,-90.0,-46464.0,92.0
10120,69.0,37.0,32.0,-75.0,-46464.0,33.0
10160,49.0,76.0,70.0,-4.0,-46464.0,-24.0
10200,53.0,60.0,34.0,48.0,-46464.0,-35.0
10240,54.0,20.0,60.0,34.0,-46464.0,32.0
10280,51.0,126.0,87.0,-24.0,-46464.0,-17.0
10320,69.0,-180.0,-11.0,-52.0,-46464.0,51.0
10360,30.0,95.0,80.0,-19.0,-46464.0,-30.0
10400,56.0,-178.0,-50.0,-12.0,-46464.0,-14.0
10440,43.0,6.0,36.0,29.0,-46464.0,-37.0
10480,27.0,-80.0,39.0,24.0,-46464.0,-109.0
10520,56.0,1.0,40.0,38.0,-46464.0,-109.0
10560,69.0,-127.0,-30.0,51.0,-46464.0,-28.0
10600,35.0,81.0,35.0,64.0,-46464.0,-117.0
10640,72.0,-182.0,-39.0,73.0,-46464.0,-81.0
10680,45.0,130.0,1.0,80.0,-46464.0,-26.0
10720,83.0,-65.0,-107.0,106.0,-46464.0,-1.0
10760,67.0,37.0,-9.0,92.0,-46464.0,47.0
10800,71.0,8.0,-18.0,93.0,-46464.0,-21.0
10840,73.0,-42.0,-78.0,78.0,-46464.0,-28.0
10880,59.0,-2.0,-76.0,46.0,-46464.0,7.0
10920,57.0,44.0,-28.0,27.0,-46464.0,-36.0
10960,117.0,-112.0,-104.0,24.0,-46464.0,-3.0
11000,97.0,77.0,-2.0,17.0,-46464.0,-76.0
11040,107.0,-89.0,-43.0,-14.0,-46464.0,-18.0
11080,85.0,-11.0,20.0,-15.0,-46464.0,-40.0
11120,73.0,-26.0,21.0,-8.0,-46464.0,-61.0
11160,72.0,-45.0,7.0,-57.0,-46464.0,65.0
11200,49.0,11.0,67.0,-52.0,-46464.0,-60.0
11240,53.0,60.0,97.0,-23.0,-46464.0,-72.0
11280,74.0,-118.0,33.0,4.0,-46464.0,-26.0
11320,29.0,69.0,140.0,-10.0,-46464.0,-5.0
11360,44.0,-82.0,75.0,-61.0,-46464.0,0.0
11400,22.0,-86.0,83.0,-123.0,-46464.0,80.0
11440,-9.0,-1.0,73.0,-106.0,-46464.0,57.0
11480,-3.0,-110.0,29.0,-81.0,-46464.0,4.0
11520,-20.0,9.0,68.0,-50.0,-46464.0,-35.0
11560,6.0,-62.0,63.0,-3.0,-46464.0,-96.0
11600,23.0,-116.0,30.0,-16.0,-46464.0,4.0
11640,8.0,-5.0,70.0,-38.0,-46464.0,-32.0
11680,23.0,-51.0,24.0,-52.0,-46464.0,46.0
11720,5.0,-75.0,44.0,-59.0,-46464.0,15.0
11760,-17.0,84.0,61.0,-17.0,-46464.0,49.0
