Time,Ch1_X,Ch1_Y,Ch1_Z,Ch2_X,Ch2_Y,Ch2_Z
0,284.0,1.0,-117.0,47.0,-143.0,29.0
40,254.0,209.0,50.0,39.0,-132.0,-20.0
80,269.0,29.0,28.0,20.0,-82.0,-13.0
120,252.0,58.0,-18.0,-10.0,-69.0,37.0
160,274.0,86.0,104.0,-40.0,-94.0,47.0
200,309.0,-12.0,111.0,-24.0,-154.0,-8.0
240,265.0,124.0,49.0,13.0,-225.0,80.0
280,259.0,68.0,21.0,33.0,-232.0,-8.0
320,285.0,-3.0,87.0,25.0,-157.0,26.0
360,255.0,60.0,104.0,13.0,-80.0,-5.0
400,264.0,79.0,11.0,31.0,-58.0,-44.0
440,264.0,-66.0,19.0,19.0,-63.0,15.0
480,230.0,120.0,130.0,13.0,-93.0,-71.0
520,274.0,-86.0,-56.0,21.0,-123.0,-45.0
560,234.0,81.0,-14.0,15.0,-135.0,-50.0
600,255.0,-20.0,8.0,11.0,-125.0,-74.0
640,247.0,-78.0,-34.0,23.0,-86.0,-65.0
680,201.0,66.0,-52.0,32.0,-74.0,-77.0
720,226.0,-30.0,-84.0,26.0,-71.0,-40.0
760,244.0,-83.0,-5.0,17.0,-56.0,25.0
800,201.0,22.0,3.0,35.0,-31.0,-80.0
840,190.0,-79.0,-135.0,71.0,26.0,-78.0
880,139.0,-77.0,-51.0,51.0,60.0,-2.0
920,125.0,-70.0,-37.0,39.0,53.0,-34.0
960,145.0,-170.0,-114.0,39.0,40.0,-80.0
1000,92.0,-9.0,-54.0,29.0,9.0,-83.0
1040,96.0,-174.0,-81.0,12.0,18.0,-48.0
1080,47.0,-180.0,-49.0,-48.0,61.0,-9.0
1120,-5.0,-110.0,-28.0,-100.0,63.0,-41.0
1160,18.0,-142.0,-112.0,-115.0,53.0,6.0
1200,21.0,-136.0,-73.0,-75.0,34.0,-10.0
1240,16.0,-52.0,-3.0,-28.0,33.0,0.0
1280,20.0,-185.0,-96.0,-28.0,73.0,31.0
1320,-44.0,14.0,-40.0,-52.0,112.0,42.0
1360,-23.0,-76.0,-18.0,-12.0,133.0,-2.0
1400,-24.0,-81.0,28.0,37.0,139.0,1.0
1440,-55.0,57.0,26.0,57.0,134.0,22.0
1480,-23.0,-55.0,-41.0,29.0,151.0,20.0
1520,-31.0,5.0,61.0,3.0,150.0,19.0
1560,-35.0,29.0,42.0,-7.0,97.0,-4.0
1600,-4.0,-71.0,-12.0,-39.0,40.0,42.0
1640,-73.0,1.0,56.0,-70.0,-3.0,82.0
1680,-85.0,32.0,71.0,-85.0,11.0,6.0
1720,-73.0,-50.0,17.0,-90.0,77.0,16.0
1760,-83.0,87.0,105.0,-69.0,105.0,10.0
1800,-50.0,-31.0,27.0,-40.0,115.0,-29.0
1840,-67.0,38.0,53.0,-21.0,106.0,-34.0
1880,-97.0,51.0,53.0,-12.0,76.0,-52.0
1920,-74.0,-39.0,9.0,-2.0,57.0,-19.0
1960,-89.0,42.0,25.0,6.0,34.0,-45.0
2000,-44.0,33.0,-3.0,-2.0,15.0,-60.0
2040,-22.0,-43.0,-36.0,13.0,17.0,-93.0
2080,-74.0,81.0,26.0,46.0,3.0,-70.0
2120,-53.0,-41.0,-56.0,47.0,-12.0,-45.0
2160,-48.0,-35.0,-11.0,10.0,-32.0,-18.0
2200,-56.0,27.0,14.0,-7.0,-28.0,-38.0
2240,-37.0,-88.0,-93.0,29.0,13.0,-75.0
2280,-82.0,43.0,-34.0,66.0,42.0,-89.0
2320,-80.0,-45.0,-71.0,76.0,47.0,-103.0
2360,-53.0,-24.0,-58.0,72.0,25.0,-123.0
2400,-46.0,2.0,-54.0,57.0,-8.0,-127.0
2440,-16.0,-55.0,-71.0,53.0,-28.0,-156.0
2480,-47.0,-119.0,-90.0,43.0,-23.0,-115.0
2520,-84.0,-6.0,-81.0,23.0,-26.0,-132.0
2560,-41.0,-173.0,-189.0,0.0,-43.0,-94.0
2600,-57.0,-36.0,-72.0,8.0,-70.0,-75.0
2640,-40.0,-57.0,-109.0,20.0,-67.0,-31.0
2680,-35.0,-111.0,-122.0,30.0,-17.0,-88.0
2720,-88.0,15.0,-6.0,36.0,33.0,-38.0
2760,-87.0,-76.0,-46.0,35.0,42.0,-31.0
2800,-87.0,10.0,-45.0,14.0,34.0,39.0
2840,-107.0,25.0,-1.0,-11.0,18.0,-20.0
2880,-93.0,-64.0,-21.0,-7.0,4.0,7.0
2920,-109.0,74.0,11.0,35.0,-32.0,-10.0
2960,-67.0,-5.0,-17.0,42.0,-49.0,-42.0
3000,-50.0,-94.0,46.0,-9.0,-19.0,-79.0
3040,-127.0,-16.0,84.0,-48.0,3.0,3.0
3080,-164.0,-74.0,16.0,-37.0,19.0,17.0
3120,-167.0,21.0,63.0,-11.0,45.0,45.0
3160,-153.0,-13.0,114.0,8.0,39.0,18.0
3200,-123.0,-45.0,66.0,11.0,12.0,11.0
3240,-160.0,-10.0,54.0,6.0,-12.0,87.0
3280,-187.0,99.0,94.0,-15.0,-26.0,44.0
3320,-144.0,-83.0,115.0,-41.0,-34.0,76.0
3360,-186.0,117.0,168.0,-45.0,-36.0,81.0
3400,-174.0,-63.0,2.0,-34.0,-36.0,46.0
3440,-144.0,119.0,119.0,-33.0,-2.0,22.0
3480,-139.0,34.0,45.0,-28.0,12.0,32.0
3520,-121.0,-14.0,79.0,-32.0,-1.0,30.0
3560,-185.0,-8.0,18.0,-36.0,-34.0,48.0
3600,-188.0,11.0,59.0,-29.0,-60.0,-29.0
3640,-187.0,-52.0,26.0,-27.0,-72.0,-52.0
3680,-209.0,94.0,113.0,-2.0,-84.0,-88.0
3720,-174.0,-20.0,30.0,30.0,-102.0,-38.0
3760,-177.0,-41.0,17.0,13.0,-108.0,-8.0
3800,-217.0,40.0,29.0,-20.0,-96.0,-20.0
3840,-188.0,-60.0,-57.0,-12.0,-97.0,34.0
3880,-194.0,7.0,-22.0,-3.0,-111.0,26.0
3920,-206.0,0.0,19.0,19.0,-112.0,-4.0
3960,-198.0,-94.0,-84.0,3.0,-86.0,-68.0
4000,-240.0,-10.0,-28.0,-39.0,-100.0,32.0
4040,-217.0,-55.0,13.0,-29.0,-99.0,42.0
4080,-222.0,-79.0,-39.0,-18.0,-79.0,-29.0
4120,-235.0,73.0,-7.0,-19.0,-100.0,-25.0
4160,-189.0,-57.0,-43.0,-32.0,-104.0,-27.0
4200,-175.0,-22.0,65.0,-41.0,-118.0,36.0
4240,-182.0,113.0,59.0,-11.0,-134.0,-114.0
4280,-161.0,-45.0,-63.0,-7.0,-114.0,-55.0
4320,-203.0,56.0,52.0,-19.0,-98.0,19.0
4360,-169.0,-5.0,41.0,-22.0,-90.0,16.0
4400,-163.0,-50.0,-50.0,-37.0,-74.0,37.0
4440,-180.0,168.0,5.0,-18.0,-78.0,-21.0
4480,-145.0,-90.0,-38.0,9.0,-52.0,2.0
4520,-185.0,127.0,123.0,39.0,-45.0,16.0
4560,-177.0,65.0,-6.0,51.0,-66.0,18.0
4600,-137.0,16.0,11.0,30.0,-69.0,53.0
4640,-161.0,87.0,84.0,-10.0,-93.0,73.0
4680,-129.0,64.0,9.0,-18.0,-115.0,78.0
4720,-99.0,17.0,-17.0,-14.0,-102.0,47.0
4760,-146.0,111.0,73.0,5.0,-61.0,8.0
4800,-120.0,8.0,32.0,27.0,-3.0,-15.0
4840,-115.0,43.0,25.0,11.0,12.0,75.0
4880,-61.0,74.0,84.0,-13.0,-18.0,116.0
4920,-39.0,-63.0,34.0,-48.0,-34.0,95.0
4960,-84.0,122.0,84.0,-34.0,-49.0,123.0
5000,-65.0,63.0,7.0,33.0,-42.0,81.0
