Time,Ch1_X,Ch1_Y,Ch1_Z,Ch2_X,Ch2_Y,Ch2_Z
0,4.0,-8.0,-5.0,24.0,-15.0,60.0
40,14.0,16.0,-24.0,19.0,-17.0,59.0
80,17.0,62.0,-47.0,17.0,-17.0,52.0
120,24.0,36.0,-71.0,17.0,-20.0,52.0
160,52.0,5.0,-69.0,13.0,-21.0,48.0
200,75.0,53.0,-67.0,12.0,-21.0,49.0
240,83.0,58.0,-80.0,10.0,-19.0,47.0
280,83.0,-3.0,-72.0,7.0,-18.0,45.0
320,86.0,9.0,-71.0,7.0,-16.0,43.0
360,83.0,14.0,-64.0,5.0,-14.0,42.0
400,74.0,8.0,-70.0,2.0,-13.0,37.0
440,65.0,17.0,-99.0,0.0,-13.0,33.0
480,65.0,10.0,-111.0,-1.0,-14.0,26.0
520,60.0,8.0,-107.0,-3.0,-14.0,19.0
560,52.0,25.0,-107.0,-3.0,-14.0,12.0
600,55.0,29.0,-96.0,-5.0,-13.0,6.0
640,72.0,-3.0,-91.0,-6.0,-14.0,-1.0
680,91.0,-8.0,-87.0,-11.0,-13.0,-5.0
720,108.0,-6.0,-89.0,-11.0,-12.0,-12.0
760,120.0,-18.0,-108.0,-14.0,-11.0,-17.0
800,118.0,-26.0,-107.0,-17.0,-9.0,-22.0
840,105.0,-33.0,-114.0,-17.0,-6.0,-26.0
880,89.0,-45.0,-124.0,-18.0,-6.0,-28.0
920,79.0,-34.0,-138.0,-20.0,-5.0,-32.0
960,62.0,-26.0,-150.0,-19.0,-6.0,-35.0
1000,39.0,-43.0,-136.0,-21.0,-2.0,-37.0
1040,24.0,-45.0,-104.0,-22.0,-3.0,-40.0
1080,18.0,-40.0,-96.0,-25.0,-2.0,-39.0
1120,10.0,-28.0,-92.0,-26.0,-2.0,-44.0
1160,1.0,-25.0,-101.0,-28.0,0.0,-44.0
1200,9.0,-77.0,-98.0,-29.0,3.0,-47.0
1240,20.0,-71.0,-90.0,-29.0,6.0,-47.0
1280,15.0,-40.0,-94.0,-30.0,6.0,-47.0
1320,6.0,-40.0,-74.0,-31.0,8.0,-48.0
1360,8.0,-80.0,-79.0,-32.0,6.0,-50.0
1400,16.0,-44.0,-51.0,-32.0,8.0,-49.0
1440,9.0,-14.0,-42.0,-31.0,6.0,-47.0
1480,1.0,-34.0,-31.0,-30.0,7.0,-43.0
1520,-2.0,-41.0,-26.0,-32.0,7.0,-42.0
1560,-3.0,-52.0,-35.0,-32.0,8.0,-36.0
1600,-24.0,-45.0,-33.0,-34.0,10.0,-30.0
1640,-41.0,-84.0,-45.0,-34.0,11.0,-27.0
1680,-47.0,-106.0,-42.0,-35.0,14.0,-24.0
1720,-55.0,-126.0,-26.0,-34.0,18.0,-24.0
1760,-63.0,-137.0,1.0,-33.0,21.0,-23.0
1800,-72.0,-133.0,-12.0,-33.0,22.0,-27.0
1840,-75.0,-116.0,-21.0,-31.0,21.0,-31.0
1880,-87.0,-87.0,-10.0,-32.0,21.0,-35.0
1920,-94.0,-93.0,-15.0,-30.0,22.0,-37.0
1960,-92.0,-59.0,-16.0,-28.0,19.0,-37.0
2000,-76.0,-24.0,-28.0,-26.0,17.0,-37.0
2040,-68.0,-15.0,-22.0,-25.0,13.0,-37.0
2080,-59.0,-42.0,-12.0,-27.0,15.0,-33.0
2120,-42.0,-42.0,-13.0,-26.0,15.0,-26.0
2160,-39.0,-7.0,-5.0,-23.0,17.0,-22.0
2200,-46.0,-24.0,-8.0,-23.0,20.0,-15.0
2240,-48.0,-64.0,-14.0,-24.0,20.0,-9.0
