Time,Ch1_X,Ch1_Y,Ch1_Z,Ch2_X,Ch2_Y,Ch2_Z
0,-139.0,-62.0,119.0,15.0,-1.0,-30.0
40,-141.0,-47.0,97.0,16.0,-2.0,-29.0
80,-131.0,0.0,87.0,14.0,-5.0,-25.0
120,-115.0,10.0,91.0,14.0,-5.0,-22.0
160,-108.0,25.0,115.0,12.0,-7.0,-19.0
200,-97.0,41.0,113.0,11.0,-5.0,-17.0
240,-79.0,48.0,117.0,9.0,-4.0,-13.0
280,-67.0,68.0,119.0,8.0,-5.0,-7.0
320,-44.0,60.0,88.0,6.0,-4.0,0.0
360,-3.0,54.0,52.0,6.0,-7.0,3.0
400,29.0,85.0,43.0,5.0,-8.0,9.0
440,39.0,84.0,64.0,5.0,-10.0,13.0
480,45.0,59.0,81.0,6.0,-12.0,17.0
520,59.0,76.0,52.0,6.0,-15.0,21.0
560,73.0,94.0,22.0,4.0,-16.0,24.0
600,74.0,78.0,26.0,3.0,-17.0,26.0
640,81.0,40.0,43.0,2.0,-17.0,30.0
680,100.0,31.0,30.0,3.0,-15.0,34.0
720,113.0,49.0,21.0,1.0,-15.0,39.0
760,114.0,47.0,19.0,-1.0,-14.0,39.0
800,130.0,35.0,11.0,-2.0,-13.0,45.0
840,152.0,71.0,2.0,-1.0,-13.0,48.0
880,156.0,106.0,-8.0,0.0,-15.0,51.0
920,144.0,109.0,-4.0,1.0,-17.0,51.0
960,138.0,113.0,-5.0,1.0,-19.0,47.0
1000,130.0,139.0,-8.0,1.0,-22.0,48.0
1040,120.0,127.0,-17.0,2.0,-24.0,48.0
1080,115.0,124.0,-21.0,2.0,-27.0,49.0
1120,125.0,110.0,-37.0,2.0,-28.0,50.0
1160,146.0,87.0,-44.0,1.0,-27.0,51.0
1200,148.0,81.0,-30.0,-1.0,-26.0,51.0
1240,152.0,30.0,-36.0,-1.0,-23.0,53.0
1280,154.0,5.0,-32.0,-2.0,-21.0,53.0
1320,145.0,14.0,-43.0,-2.0,-21.0,50.0
1360,134.0,-9.0,-47.0,-1.0,-20.0,47.0
1400,128.0,-43.0,-41.0,0.0,-21.0,45.0
1440,128.0,-35.0,-59.0,0.0,-22.0,42.0
1480,131.0,-12.0,-69.0,0.0,-26.0,40.0
1520,125.0,-43.0,-81.0,1.0,-26.0,33.0
1560,118.0,-50.0,-83.0,1.0,-26.0,29.0
1600,113.0,-34.0,-83.0,2.0,-26.0,23.0
1640,103.0,-24.0,-82.0,4.0,-26.0,12.0
1680,86.0,-32.0,-80.0,3.0,-26.0,2.0
1720,80.0,-69.0,-88.0,1.0,-24.0,-11.0
1760,84.0,-60.0,-108.0,0.0,-22.0,-22.0
1800,78.0,-20.0,-125.0,1.0,-21.0,-30.0
1840,60.0,-17.0,-122.0,1.0,-19.0,-36.0
1880,57.0,-39.0,-111.0,3.0,-21.0,-41.0
1920,58.0,2.0,-96.0,3.0,-20.0,-45.0
1960,59.0,34.0,-111.0,3.0,-20.0,-45.0
