Time,Ch1_X,Ch1_Y,Ch1_Z,Ch2_X,Ch2_Y,Ch2_Z
0,-129.0,44.0,86.0,-41.0,-11.0,9.0
40,-97.0,33.0,-10.0,-2.0,-30.0,-22.0
80,-35.0,-65.0,39.0,21.0,-44.0,-41.0
120,-49.0,25.0,110.0,23.0,-35.0,3.0
160,-59.0,-36.0,5.0,-5.0,-9.0,37.0
200,-103.0,-80.0,14.0,-24.0,13.0,32.0
240,-133.0,24.0,106.0,10.0,20.0,-18.0
280,-72.0,-71.0,-13.0,47.0,14.0,-39.0
320,-80.0,5.0,24.0,46.0,-7.0,4.0
360,-69.0,47.0,92.0,-1.0,-22.0,5.0
400,-41.0,-89.0,-32.0,-33.0,-16.0,-19.0
440,-99.0,73.0,40.0,-22.0,-26.0,-57.0
480,-70.0,-40.0,20.0,4.0,-47.0,-40.0
520,-41.0,-48.0,21.0,-9.0,-47.0,17.0
560,-52.0,89.0,57.0,-41.0,-34.0,19.0
600,-13.0,-22.0,-39.0,-39.0,1.0,9.0
640,-46.0,19.0,-18.0,-24.0,35.0,36.0
680,-55.0,85.0,88.0,-18.0,36.0,13.0
720,-18.0,-50.0,-7.0,-3.0,10.0,30.0
760,-30.0,116.0,38.0,-1.0,-28.0,-6.0
800,12.0,50.0,36.0,-12.0,-56.0,21.0
840,29.0,-65.0,-5.0,-37.0,-66.0,63.0
880,-1.0,146.0,51.0,-46.0,-66.0,76.0
920,24.0,-47.0,-38.0,-15.0,-51.0,-12.0
960,-13.0,85.0,38.0,20.0,-16.0,9.0
1000,-19.0,67.0,13.0,38.0,1.0,41.0
1040,38.0,-12.0,-12.0,16.0,20.0,64.0
1080,31.0,38.0,47.0,-27.0,9.0,78.0
1120,34.0,81.0,-3.0,-22.0,-30.0,42.0
1160,26.0,-32.0,-66.0,-1.0,-54.0,49.0
1200,-24.0,144.0,71.0,11.0,-70.0,46.0
1240,36.0,-11.0,-22.0,8.0,-60.0,77.0
1280,37.0,10.0,-10.0,-39.0,-27.0,117.0
1320,38.0,97.0,66.0,-70.0,-14.0,143.0
1360,59.0,-73.0,-15.0,-53.0,1.0,91.0
1400,0.0,141.0,36.0,-10.0,0.0,33.0
1440,28.0,16.0,6.0,27.0,-20.0,43.0
1480,37.0,-18.0,-4.0,18.0,-25.0,62.0
1520,11.0,63.0,67.0,-7.0,-26.0,70.0
1560,30.0,32.0,16.0,-19.0,-5.0,38.0
1600,4.0,-40.0,-43.0,-8.0,23.0,29.0
1640,-37.0,149.0,78.0,23.0,-1.0,12.0
1680,16.0,-89.0,-46.0,35.0,-51.0,65.0
1720,-21.0,117.0,4.0,22.0,-76.0,30.0
1760,-4.0,61.0,-12.0,4.0,-61.0,-1.0
1800,14.0,-45.0,-20.0,-10.0,-21.0,50.0
1840,-43.0,114.0,38.0,-8.0,16.0,48.0
1880,-31.0,13.0,-60.0,9.0,15.0,-10.0
1920,-50.0,23.0,12.0,21.0,6.0,-24.0
1960,-64.0,81.0,65.0,20.0,4.0,7.0
2000,-41.0,-44.0,-75.0,-2.0,12.0,52.0
2040,-76.0,33.0,32.0,-32.0,2.0,61.0
2080,-69.0,76.0,75.0,2.0,10.0,-55.0
2120,-54.0,-77.0,-48.0,18.0,-20.0,-57.0
2160,-119.0,76.0,36.0,28.0,-70.0,-59.0
2200,-74.0,-91.0,11.0,47.0,-54.0,-84.0
2240,-101.0,-69.0,9.0,-15.0,-19.0,-8.0
2280,-154.0,-18.0,18.0,-27.0,11.0,-29.0
2320,-128.0,-125.0,-20.0,23.0,28.0,-93.0
2360,-144.0,-64.0,38.0,65.0,20.0,-90.0
2400,-144.0,2.0,47.0,79.0,-19.0,-66.0
2440,-126.0,-154.0,-57.0,58.0,-28.0,-32.0
2480,-176.0,-3.0,67.0,22.0,-10.0,-93.0
2520,-139.0,-67.0,19.0,18.0,-25.0,-75.0
2560,-127.0,-155.0,-16.0,21.0,-16.0,-46.0
2600,-161.0,13.0,83.0,10.0,-15.0,-102.0
2640,-124.0,-177.0,-4.0,11.0,-30.0,-97.0
2680,-172.0,-50.0,28.0,10.0,-46.0,-102.0
2720,-171.0,-49.0,19.0,-11.0,-49.0,-57.0
2760,-124.0,-166.0,-17.0,-9.0,-35.0,-68.0
2800,-151.0,-36.0,66.0,17.0,-34.0,-88.0
2840,-157.0,-78.0,-12.0,19.0,-22.0,-78.0
2880,-161.0,-149.0,-18.0,12.0,2.0,-79.0
2920,-188.0,5.0,83.0,24.0,-14.0,-64.0
2960,-131.0,-99.0,-7.0,45.0,-21.0,-132.0
3000,-136.0,-54.0,3.0,35.0,-25.0,-85.0
3040,-128.0,14.0,58.0,22.0,-46.0,-43.0
3080,-98.0,-176.0,-22.0,0.0,-39.0,-43.0
3120,-146.0,66.0,59.0,-10.0,-28.0,-53.0
3160,-110.0,-67.0,-35.0,3.0,-29.0,-67.0
3200,-72.0,-36.0,0.0,22.0,-29.0,-41.0
3240,-80.0,29.0,35.0,26.0,-36.0,-74.0
3280,-31.0,-26.0,-42.0,12.0,-53.0,-68.0
3320,-21.0,-85.0,-16.0,22.0,-60.0,-83.0
3360,-36.0,59.0,61.0,25.0,-54.0,-33.0
3400,21.0,-156.0,-59.0,16.0,-38.0,-4.0
3440,-5.0,61.0,12.0,17.0,-34.0,-10.0
3480,39.0,-53.0,-32.0,25.0,-56.0,-49.0
3520,71.0,-29.0,2.0,34.0,-69.0,-37.0
3560,56.0,24.0,7.0,51.0,-78.0,-2.0
3600,97.0,-38.0,-50.0,42.0,-87.0,-11.0
3640,102.0,-63.0,-16.0,20.0,-83.0,32.0
3680,104.0,52.0,33.0,-9.0,-75.0,12.0
3720,156.0,-91.0,-102.0,-12.0,-76.0,31.0
3760,134.0,18.0,-24.0,1.0,-95.0,60.0
3800,156.0,-2.0,-12.0,-4.0,-117.0,8.0
3840,177.0,-48.0,-70.0,-3.0,-99.0,23.0
3880,140.0,82.0,26.0,5.0,-69.0,33.0
3920,161.0,-45.0,-45.0,3.0,-65.0,14.0
3960,150.0,32.0,-33.0,27.0,-84.0,9.0
4000,148.0,104.0,5.0,40.0,-113.0,31.0
4040,194.0,-39.0,-87.0,1.0,-128.0,96.0
4080,156.0,40.0,-23.0,-36.0,-118.0,132.0
4120,146.0,102.0,-9.0,-28.0,-94.0,52.0
4160,157.0,-19.0,-62.0,10.0,-64.0,73.0
4200,110.0,186.0,4.0,34.0,-48.0,49.0
4240,155.0,-25.0,-64.0,20.0,-59.0,79.0
4280,126.0,66.0,-13.0,-1.0,-86.0,116.0
4320,97.0,137.0,-25.0,-11.0,-93.0,76.0
4360,121.0,14.0,-47.0,-5.0,-83.0,105.0
